,metric/num_BTSP_events_(single),metric/num_BTSP_events_(reverse),metric/num_BTSP_events_(back_and_forth),metric/num_BTSP_positions_(single),metric/num_BTSP_positions_(reverse),metric/num_BTSP_positions_(back_and_forth),metric/first_BTSP_time_(single),metric/first_BTSP_time_(reverse),metric/first_BTSP_time_(back_and_forth),metric/max_BTSP_ramp_(single),metric/max_BTSP_ramp_(reverse),metric/max_BTSP_ramp_(back_and_forth),metric/PC_weight_ratio_pre_post_(single),metric/PC_weight_ratio_pre_post_(reverse),metric/PC_weight_ratio_pre_post_(back_and_forth),metric/first_BTSP_relative_position_(single),metric/first_BTSP_relative_position_(reverse),metric/first_BTSP_relative_position_(back_and_forth),metric/PC_weight_peak_relative_position_(single),metric/PC_weight_peak_relative_position_(reverse),metric/PC_weight_peak_relative_position_(back_and_forth),timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/soma_regularization_alpha,config/soma_BTSP_lr_fact,config/inhibit_weight,logdir
40,7,7,6,1,1,2,38.910000000000714,279.50999999998754,565.1699999997278,3.0,4.25,7.0,1.0895130128150752,0.9319884240294465,1.039300352858993,0.003183609063636794,0.02420111026683358,0.0374350277794564,0.11666666666666647,-0.01666666666666705,-0.21666666666666723,1740568361,,False,1,7fa3c_00040,2025-02-26_11-12-41,39.25765800476074,39.25765800476074,998695,cnl-brain9,155.198.99.250,39.25765800476074,1,0.5,125.0,0.8,7fa3c_00040
41,1,3,2,1,1,1,41.2500000000008,325.8599999999454,651.1499999996496,2.25,1.75,2.0,1.0606418546480314,0.9255229372593251,1.1139134694903616,0.038470678440544415,0.05812534790850954,-0.013997946240163373,0.11666666666666647,-0.01666666666666705,-0.01666666666666705,1740568363,,False,1,7fa3c_00041,2025-02-26_11-12-43,40.331369400024414,40.331369400024414,998693,cnl-brain9,155.198.99.250,40.331369400024414,1,0.5,125.0,1.3,7fa3c_00041
42,1,2,1,1,1,1,41.010000000000794,321.2399999999496,739.2599999995695,1.5,1.25,1.25,0.8930717318877028,0.9746380969120007,1.1046111402253402,-0.009396119192980557,0.06703932176805072,-0.030973609287679338,0.11666666666666647,-0.21666666666666723,-0.21666666666666723,1740568360,,False,1,7fa3c_00042,2025-02-26_11-12-40,38.236594438552856,38.236594438552856,998692,cnl-brain9,155.198.99.250,38.236594438552856,1,0.5,125.0,1.8,7fa3c_00042
43,1,1,0,1,1,0,162.09000000000538,283.1699999999842,,1.0,1.0,0.5,0.9564721789754229,1.0135822533755812,1.0135822533755812,-0.016538278820232177,0.06756964167691759,,0.11666666666666647,-0.11666666666666714,-0.11666666666666714,1740568362,,False,1,7fa3c_00043,2025-02-26_11-12-42,39.72580361366272,39.72580361366272,998690,cnl-brain9,155.198.99.250,39.72580361366272,1,0.5,125.0,3.0,7fa3c_00043
44,0,0,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,,,,1740568362,,False,1,7fa3c_00044,2025-02-26_11-12-42,40.23936152458191,40.23936152458191,998689,cnl-brain9,155.198.99.250,40.23936152458191,1,0.5,125.0,5.0,7fa3c_00044
45,3,4,9,1,1,1,37.92000000000068,265.3500000000004,563.2199999997296,2.25,3.25,7.5,1.0555920306397473,0.8304981725726752,1.0012602121033585,-0.052350839228453516,0.04269811039639526,0.03663953037104761,0.11666666666666647,-0.01666666666666705,-0.11666666666666714,1740568396,,False,1,7fa3c_00045,2025-02-26_11-13-16,38.56170439720154,38.56170439720154,998668,cnl-brain9,155.198.99.250,38.56170439720154,1,0.5,150.0,0.8,7fa3c_00045
46,2,3,4,1,1,1,41.010000000000794,301.4399999999676,558.0899999997342,1.75,2.0,1.75,0.9714977041964671,0.9727240728748189,1.0809025862220751,-0.027662888461794877,0.03745030127354321,-0.018841591852078565,0.11666666666666647,-0.01666666666666705,-0.01666666666666705,1740568397,,False,1,7fa3c_00046,2025-02-26_11-13-17,38.652060747146606,38.652060747146606,998658,cnl-brain9,155.198.99.250,38.652060747146606,1,0.5,150.0,1.3,7fa3c_00046
47,1,1,1,1,1,1,35.55000000000059,297.20999999997144,851.969999999467,1.5,1.5,1.75,1.0847190076888096,0.9844395913632954,0.977742613099455,-0.031383022846662056,0.02016626755243145,-0.03433331408979834,0.016666666666666385,-0.11666666666666714,-0.11666666666666714,1740568401,,False,1,7fa3c_00047,2025-02-26_11-13-21,42.95995020866394,42.95995020866394,998671,cnl-brain9,155.198.99.250,42.95995020866394,1,0.5,150.0,1.8,7fa3c_00047
48,1,1,1,1,1,1,45.57000000000097,294.32999999997406,699.029999999606,1.0,1.0,1.0,0.9778221956352886,0.9012073194791845,1.0099288132943762,-0.05700338123251636,0.01836676884553423,-0.010439987112299765,0.21666666666666634,-0.01666666666666705,-0.11666666666666714,1740568398,,False,1,7fa3c_00048,2025-02-26_11-13-18,38.877809047698975,38.877809047698975,998267,cnl-brain9,155.198.99.250,38.877809047698975,1,0.5,150.0,3.0,7fa3c_00048
49,0,0,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,,,,1740568398,,False,1,7fa3c_00049,2025-02-26_11-13-18,39.08306884765625,39.08306884765625,998456,cnl-brain9,155.198.99.250,39.08306884765625,1,0.5,150.0,5.0,7fa3c_00049
