,metric/num_BTSP_events,metric/num_BTSP_positions,metric/first_BTSP_time,metric/first_BTSP_relative_position,metric/max_BTSP_ramp,metric/PC_weight_peak_relative_position,metric/PC_weight_width,metric/PC_weight_ratio_pre_post,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/somatic_BTSP_lr,config/inhibitory_input_filter_tau,config/inhibitory_weight,logdir
337,1.0,1.0,43.11000000000087,-0.007089405803180071,1.25,-0.049999999999998934,0.5942135071767622,1.188793061271067,1759202303,,False,1,d7f4a_00337,2025-09-30_04-18-23,16.400479793548584,16.400479793548584,4029889,cnl-brain9,155.198.99.250,16.400479793548584,1,0.21,0.30000000000000004,1.0,d7f4a_00337
338,1.0,1.0,76.68000000000214,0.04772469385030931,1.0,0.05000000000000071,0.9267712427354691,0.9698195958121302,1759202303,,False,1,d7f4a_00338,2025-09-30_04-18-23,15.976611614227295,15.976611614227295,4029901,cnl-brain9,155.198.99.250,15.976611614227295,1,0.21,0.35000000000000003,1.0,d7f4a_00338
339,2.0,1.0,42.75000000000086,0.026043844915558,1.25,0.05000000000000071,0.7765601829817035,1.1386705605318197,1759202303,,False,1,d7f4a_00339,2025-09-30_04-18-23,15.760732889175415,15.760732889175415,4029902,cnl-brain9,155.198.99.250,15.760732889175415,1,0.21,0.4,1.0,d7f4a_00339
340,1.0,1.0,72.63000000000198,-0.012626470093932252,1.0,-0.049999999999998934,0.6651810622152241,1.2689471016896583,1759202303,,False,1,d7f4a_00340,2025-09-30_04-18-23,15.88292145729065,15.88292145729065,4029882,cnl-brain9,155.198.99.250,15.88292145729065,1,0.21,0.2,1.1,d7f4a_00340
341,1.0,1.0,81.63000000000233,0.021347238798498314,1.0,0.05000000000000071,0.5994166224567272,1.2284115873953576,1759202303,,False,1,d7f4a_00341,2025-09-30_04-18-23,16.38007354736328,16.38007354736328,4029883,cnl-brain9,155.198.99.250,16.38007354736328,1,0.21,0.25,1.1,d7f4a_00341
342,1.0,1.0,49.89000000000113,0.01883595035929808,1.0,-0.049999999999998934,0.8845980363255475,1.2379177936832295,1759202305,,False,1,d7f4a_00342,2025-09-30_04-18-25,17.157100439071655,17.157100439071655,4029923,cnl-brain9,155.198.99.250,17.157100439071655,1,0.21,0.30000000000000004,1.1,d7f4a_00342
343,1.0,1.0,42.120000000000836,0.03541122196286928,1.0,0.05000000000000071,0.7216101372473038,1.0312071693909786,1759202302,,False,1,d7f4a_00343,2025-09-30_04-18-22,14.739942789077759,14.739942789077759,4029903,cnl-brain9,155.198.99.250,14.739942789077759,1,0.21,0.35000000000000003,1.1,d7f4a_00343
344,1.0,1.0,46.410000000001,0.020505852032814964,1.25,-0.049999999999998934,0.6514086328211657,0.9560259873905333,1759202304,,False,1,d7f4a_00344,2025-09-30_04-18-24,16.498054265975952,16.498054265975952,4029922,cnl-brain9,155.198.99.250,16.498054265975952,1,0.21,0.4,1.1,d7f4a_00344
345,0.0,0.0,,,0.75,,0.0,,1759202305,,False,1,d7f4a_00345,2025-09-30_04-18-25,17.248892545700073,17.248892545700073,4029904,cnl-brain9,155.198.99.250,17.248892545700073,1,0.21,0.2,1.2,d7f4a_00345
346,1.0,1.0,80.9700000000023,0.021810565105901958,1.0,0.05000000000000071,0.9814495786788355,1.1241041652191026,1759202304,,False,1,d7f4a_00346,2025-09-30_04-18-24,16.044044256210327,16.044044256210327,4029898,cnl-brain9,155.198.99.250,16.044044256210327,1,0.21,0.25,1.2,d7f4a_00346
