,metric/num_BTSP_events,metric/num_BTSP_positions,metric/first_BTSP_time,metric/max_BTSP_ramp,metric/PC_weight_ratio_pre_post,metric/first_BTSP_relative_position,metric/PC_weight_peak_relative_position,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/soma_regularization_alpha,config/soma_BTSP_lr_fact,config/inhibit_weight,logdir
84,0,0,,0.5,,,,1740567736,,False,1,0db5d_00084,2025-02-26_11-02-16,11.695386409759521,11.695386409759521,980058,cnl-brain9,155.198.99.250,11.695386409759521,1,0.7000000000000001,75.0,5.0,0db5d_00084
85,8,1,34.680000000000554,4.75,0.93441373862751,-0.06344341708507373,0.11666666666666647,1740567737,,False,1,0db5d_00085,2025-02-26_11-02-17,12.237231969833374,12.237231969833374,979993,cnl-brain9,155.198.99.250,12.237231969833374,1,0.7000000000000001,100.0,0.8,0db5d_00085
86,6,1,43.950000000000905,1.5,1.0442847910990967,-0.03688850847083347,0.11666666666666647,1740567737,,False,1,0db5d_00086,2025-02-26_11-02-17,11.670644998550415,11.670644998550415,980158,cnl-brain9,155.198.99.250,11.670644998550415,1,0.7000000000000001,100.0,1.3,0db5d_00086
87,2,1,38.640000000000704,1.5,0.9673626085899927,-0.013709031639293379,0.11666666666666647,1740567738,,False,1,0db5d_00087,2025-02-26_11-02-18,11.930934429168701,11.930934429168701,980091,cnl-brain9,155.198.99.250,11.930934429168701,1,0.7000000000000001,100.0,1.8,0db5d_00087
88,1,1,62.2200000000016,1.0,1.024610477769223,-0.006895186923271623,0.016666666666666385,1740567739,,False,1,0db5d_00088,2025-02-26_11-02-19,12.817886352539062,12.817886352539062,980165,cnl-brain9,155.198.99.250,12.817886352539062,1,0.7000000000000001,100.0,3.0,0db5d_00088
89,0,0,,0.5,,,,1740567738,,False,1,0db5d_00089,2025-02-26_11-02-18,12.490607738494873,12.490607738494873,980175,cnl-brain9,155.198.99.250,12.490607738494873,1,0.7000000000000001,100.0,5.0,0db5d_00089
90,7,1,44.10000000000091,3.75,1.041754933010336,-0.06712901516676384,0.11666666666666647,1740567738,,False,1,0db5d_00090,2025-02-26_11-02-18,11.74148964881897,11.74148964881897,980170,cnl-brain9,155.198.99.250,11.74148964881897,1,0.7000000000000001,125.0,0.8,0db5d_00090
91,7,2,39.690000000000744,2.0,0.9481276134401267,-0.01648214229732714,0.21666666666666634,1740567728,,False,1,0db5d_00091,2025-02-26_11-02-08,12.922348022460938,12.922348022460938,980125,cnl-brain9,155.198.99.250,12.922348022460938,1,0.7000000000000001,125.0,1.3,0db5d_00091
92,4,1,36.96000000000064,1.5,0.9249099443482415,-0.014800060578188612,0.31666666666666643,1740567727,,False,1,0db5d_00092,2025-02-26_11-02-07,11.818647384643555,11.818647384643555,980169,cnl-brain9,155.198.99.250,11.818647384643555,1,0.7000000000000001,125.0,1.8,0db5d_00092
93,1,1,37.83000000000067,1.0,0.870566734418525,-0.04219201910758996,0.21666666666666634,1740567728,,False,1,0db5d_00093,2025-02-26_11-02-08,13.226864576339722,13.226864576339722,980163,cnl-brain9,155.198.99.250,13.226864576339722,1,0.7000000000000001,125.0,3.0,0db5d_00093
